Hostname,HostIP/MaskLength,DockerSubnet/MaskLength,RackName,Estate,RemoteAs
shared0-samminiongater1-3-cdg.ops.sfdc.net,10.211.230.4/29,10.229.128.64/27,z13-01,cdg-sam_gater,4203061206
shared0-samminiongater1-4-cdg.ops.sfdc.net,10.211.230.26/29,10.229.128.160/27,a12-01,cdg-sam_gater,4203031208
shared0-samminiongater1-5-cdg.ops.sfdc.net,10.211.230.27/29,10.229.128.192/27,a12-01,cdg-sam_gater,4203031208
shared0-samminiongater1-6-cdg.ops.sfdc.net,10.211.230.28/29,10.229.128.224/27,a12-01,cdg-sam_gater,4203031208
shared0-samminiongater1-7-cdg.ops.sfdc.net,10.211.230.34/29,10.229.152.0/27,e31-01,cdg-sam_gater,4203081210
shared0-samminiongater2-1-cdg.ops.sfdc.net,10.211.230.10/29,10.229.128.96/27,z15-01,cdg-sam_gater,4203061202
shared0-samminiongater2-2-cdg.ops.sfdc.net,10.211.230.11/29,10.229.128.128/27,z15-01,cdg-sam_gater,4203061202
shared0-samminiongater2-3-cdg.ops.sfdc.net,10.211.230.12/29,10.229.152.64/27,z15-01,cdg-sam_gater,4203061202
shared0-samminiongater2-4-cdg.ops.sfdc.net,10.211.230.13/29,10.229.152.96/27,z15-01,cdg-sam_gater,4203061202
shared0-samminiongater2-5-cdg.ops.sfdc.net,10.211.230.14/29,10.229.152.128/27,z15-01,cdg-sam_gater,4203061202
shared0-samminiongater2-6-cdg.ops.sfdc.net,10.211.230.18/29,10.229.152.32/27,z15-01,cdg-sam_gater,4203061202
shared0-samminiongwc1-1-cdg.ops.sfdc.net,10.211.162.106/29,10.229.149.64/27,f30-01,cdg-sam_gatewayconfig,4203081211
shared0-samminiongwc1-2-cdg.ops.sfdc.net,10.211.162.98/29,10.229.149.0/27,b12-01,cdg-sam_gatewayconfig,4203031207
shared0-samminiongwc2-1-cdg.ops.sfdc.net,10.211.162.107/29,10.229.149.96/27,f30-01,cdg-sam_gatewayconfig,4203081211
shared0-samminiongwc2-2-cdg.ops.sfdc.net,10.211.162.99/29,10.229.149.32/27,b12-01,cdg-sam_gatewayconfig,4203031207
shared0-samminionmcconsumer1-1-cdg.ops.sfdc.net,10.211.162.123/29,10.229.150.0/27,b47-01,cdg-sam_mc_consumer,4203051215
shared0-samminionmcconsumer1-2-cdg.ops.sfdc.net,10.211.162.115/29,10.229.150.64/27,f31-01,cdg-sam_mc_consumer,4203081209
shared0-samminionmcconsumer2-1-cdg.ops.sfdc.net,10.211.165.226/29,10.229.150.32/27,e30-01,cdg-sam_mc_consumer,4203081212
shared0-samminionmcconsumer2-2-cdg.ops.sfdc.net,10.211.162.114/29,10.229.150.96/27,f31-01,cdg-sam_mc_consumer,4203081209
shared0-samminionmcconsumer3-1-cdg.ops.sfdc.net,10.211.162.116/29,10.229.150.128/27,f31-01,cdg-sam_mc_consumer,4203081209
shared0-samminionreportcollector1-1-cdg.ops.sfdc.net,10.211.129.226/29,10.229.129.128/27,b53-01,cdg-sam_report_collector,4203051205
shared0-samminionreportcollector2-1-cdg.ops.sfdc.net,10.211.129.227/29,10.229.129.160/27,b53-01,cdg-sam_report_collector,4203051205
shared0-samminionreportcollector3-1-cdg.ops.sfdc.net,10.211.129.228/29,10.229.129.192/27,b53-01,cdg-sam_report_collector,4203051205
shared0-samminionsme1-1-cdg.ops.sfdc.net,10.211.167.178/29,10.229.156.0/27,f31-01,cdg-search_model_executor,4203081209
shared0-samminionsme1-2-cdg.ops.sfdc.net,10.211.167.170/29,10.229.156.96/27,z15-01,cdg-search_model_executor,4203061202
shared0-samminionsme1-3-cdg.ops.sfdc.net,10.211.167.171/29,10.229.156.128/27,z15-01,cdg-search_model_executor,4203061202
shared0-samminionsme2-1-cdg.ops.sfdc.net,10.211.167.162/29,10.229.156.32/27,e35-01,cdg-search_model_executor,4203081202
shared0-samminionsme2-2-cdg.ops.sfdc.net,10.211.167.163/29,10.229.156.64/27,e35-01,cdg-search_model_executor,4203081202
shared0-samminionwarden1-1-cdg.ops.sfdc.net,10.211.168.18/29,10.229.153.160/27,f31-01,cdg-sam_warden,4203081209
shared0-samminionwarden1-2-cdg.ops.sfdc.net,10.211.184.162/29,10.229.153.192/27,f21-01,cdg-sam_warden,4203081227
shared0-samminionwarden2-1-cdg.ops.sfdc.net,10.211.168.26/29,10.229.153.128/27,e32-01,cdg-sam_warden,4203081208
shared0-slbminion1-1-cdg.ops.sfdc.net,10.211.162.2/29,10.229.133.64/27,b13-01,cdg-slb,4203031205
shared0-slbminion1-10-cdg.ops.sfdc.net,10.211.162.3/29,10.229.133.96/27,b13-01,cdg-slb,4203031205
shared0-slbminion1-2-cdg.ops.sfdc.net,10.211.162.10/29,10.229.134.32/27,y14-01,cdg-slb,4203061203
shared0-slbminion1-3-cdg.ops.sfdc.net,10.211.162.18/29,10.229.132.0/27,a13-01,cdg-slb,4203031206
shared0-slbminion1-4-cdg.ops.sfdc.net,10.211.162.26/29,10.229.133.0/27,b12-01,cdg-slb,4203031207
shared0-slbminion1-5-cdg.ops.sfdc.net,10.211.162.11/29,10.229.134.64/27,y14-01,cdg-slb,4203061203
shared0-slbminion1-6-cdg.ops.sfdc.net,10.211.162.19/29,10.229.132.32/27,a13-01,cdg-slb,4203031206
shared0-slbminion1-7-cdg.ops.sfdc.net,10.211.162.27/29,10.229.133.32/27,b12-01,cdg-slb,4203031207
shared0-slbminion1-8-cdg.ops.sfdc.net,10.211.162.4/29,10.229.133.128/27,b13-01,cdg-slb,4203031205
shared0-slbminion1-9-cdg.ops.sfdc.net,10.211.162.12/29,10.229.134.96/27,y14-01,cdg-slb,4203061203
shared0-slbminion2-1-cdg.ops.sfdc.net,10.211.162.34/29,10.229.132.160/27,b10-01,cdg-slb,4203031211
shared0-slbminion2-10-cdg.ops.sfdc.net,10.211.162.35/29,10.229.132.192/27,b10-01,cdg-slb,4203031211
shared0-slbminion2-2-cdg.ops.sfdc.net,10.211.162.42/29,10.229.132.64/27,a50-01,cdg-slb,4203051212
shared0-slbminion2-3-cdg.ops.sfdc.net,10.211.162.50/29,10.229.133.160/27,b50-01,cdg-slb,4203051211
shared0-slbminion2-4-cdg.ops.sfdc.net,10.211.162.58/29,10.229.133.224/27,y13-01,cdg-slb,4203061205
shared0-slbminion2-5-cdg.ops.sfdc.net,10.211.162.43/29,10.229.132.96/27,a50-01,cdg-slb,4203051212
shared0-slbminion2-6-cdg.ops.sfdc.net,10.211.162.51/29,10.229.133.192/27,b50-01,cdg-slb,4203051211
shared0-slbminion2-7-cdg.ops.sfdc.net,10.211.162.59/29,10.229.134.0/27,y13-01,cdg-slb,4203061205
shared0-slbminion2-8-cdg.ops.sfdc.net,10.211.162.36/29,10.229.132.224/27,b10-01,cdg-slb,4203031211
shared0-slbminion2-9-cdg.ops.sfdc.net,10.211.162.44/29,10.229.132.128/27,a50-01,cdg-slb,4203051212
shared1-samminioncoreappalpha1-1-cdg.ops.sfdc.net,10.211.151.226/29,10.229.142.96/27,f32-01,cdg-sp1-sam_coreappalpha,4203081207
shared1-samminioncoreappalpha1-2-cdg.ops.sfdc.net,10.211.151.227/29,10.229.142.128/27,f32-01,cdg-sp1-sam_coreappalpha,4203081207
shared1-samminioncoreappalpha1-3-cdg.ops.sfdc.net,10.211.151.228/29,10.229.142.160/27,f32-01,cdg-sp1-sam_coreappalpha,4203081207
shared1-samminioncoreappalpha2-1-cdg.ops.sfdc.net,10.211.151.244/29,10.229.142.192/27,y15-01,cdg-sp1-sam_coreappalpha,4203061201
shared1-samminioncoreappalpha2-2-cdg.ops.sfdc.net,10.211.151.242/29,10.229.142.224/27,y15-01,cdg-sp1-sam_coreappalpha,4203061201
shared1-samminioncoreappalpha2-3-cdg.ops.sfdc.net,10.211.151.243/29,10.229.143.0/27,y15-01,cdg-sp1-sam_coreappalpha,4203061201
shared1-samminioncoreappalpha3-1-cdg.ops.sfdc.net,10.211.151.234/29,10.229.142.0/27,b47-01,cdg-sp1-sam_coreappalpha,4203051215
shared1-samminioncoreappalpha3-2-cdg.ops.sfdc.net,10.211.151.235/29,10.229.142.32/27,b47-01,cdg-sp1-sam_coreappalpha,4203051215
shared1-samminioncoreappalpha3-3-cdg.ops.sfdc.net,10.211.151.236/29,10.229.142.64/27,b47-01,cdg-sp1-sam_coreappalpha,4203051215
