Hostname,HostIP/MaskLength,DockerSubnet/MaskLength,RackName,Estate,RemoteAs
shared0-samcompute1-1-par.ops.sfdc.net,10.249.176.18/28,10.214.64.128/27,k02-01,par-sam,65009
shared0-samcompute1-2-par.ops.sfdc.net,10.249.176.34/28,10.214.64.0/27,j14-01,par-sam,65009
shared0-samcompute2-1-par.ops.sfdc.net,10.249.176.10/28,10.214.64.64/27,j15-01,par-sam,65009
shared0-samkubeapi1-1-par.ops.sfdc.net,10.249.176.19/28,10.214.64.160/27,k02-01,par-sam,65009
shared0-samkubeapi1-2-par.ops.sfdc.net,10.249.176.50/29,10.214.64.224/27,j13-01,par-sam,65009
shared0-samkubeapi2-1-par.ops.sfdc.net,10.249.176.11/28,10.214.64.96/27,j15-01,par-sam,65009
shared0-samkubeapi2-2-par.ops.sfdc.net,10.249.176.58/29,10.214.64.192/27,a09-02,par-sam,65009
shared0-samkubeapi3-1-par.ops.sfdc.net,10.249.176.35/28,10.214.64.32/27,j14-01,par-sam,65009
shared0-samminionaqueduct1-1-par.ops.sfdc.net,10.249.164.98/29,10.214.86.160/27,f17-01,par-sam_eventbus,65009
shared0-samminionaqueduct1-2-par.ops.sfdc.net,10.249.164.99/29,10.214.86.192/27,f17-01,par-sam_eventbus,65009
shared0-samminionaqueduct1-3-par.ops.sfdc.net,10.249.164.100/29,10.214.86.224/27,f17-01,par-sam_eventbus,65009
shared0-samminionaqueduct2-1-par.ops.sfdc.net,10.249.164.122/29,10.214.87.0/27,j11-01,par-sam_eventbus,65009
shared0-samminionaqueduct2-2-par.ops.sfdc.net,10.249.164.114/29,10.214.86.128/27,e17-01,par-sam_eventbus,65009
shared0-samminionaqueduct3-1-par.ops.sfdc.net,10.249.164.106/29,10.214.87.32/27,j16-01,par-sam_eventbus,65009
shared0-samminionaqueduct3-2-par.ops.sfdc.net,10.249.164.107/29,10.214.87.64/27,j16-01,par-sam_eventbus,65009
shared0-samminionatlasdir1-1-par.ops.sfdc.net,10.249.165.66/29,10.214.78.0/27,d14-01,par-sam_cloudatlas_dir,65009
shared0-samminionatlasdir1-2-par.ops.sfdc.net,10.249.165.74/29,10.214.78.64/27,j16-01,par-sam_cloudatlas_dir,65009
shared0-samminionatlasdir2-1-par.ops.sfdc.net,10.249.165.82/29,10.214.78.32/27,e17-01,par-sam_cloudatlas_dir,65009
shared0-samminionatlasfe1-1-par.ops.sfdc.net,10.249.162.100/29,10.214.70.32/27,f17-01,par-sam_cloudatlas,65009
shared0-samminionatlasfe2-1-par.ops.sfdc.net,10.249.162.106/29,10.214.70.0/27,e15-01,par-sam_cloudatlas,65009
shared0-samminionceph1-1-par.ops.sfdc.net,10.249.171.154/29,10.214.93.192/27,k09-01,par-sam_ceph,65009
shared0-samminionceph1-10-par.ops.sfdc.net,10.249.171.178/29,10.214.90.128/27,j10-01,par-sam_ceph,65009
shared0-samminionceph1-11-par.ops.sfdc.net,10.249.171.155/29,10.214.93.224/27,k09-01,par-sam_ceph,65009
shared0-samminionceph1-12-par.ops.sfdc.net,10.249.171.162/29,10.214.90.224/27,j11-01,par-sam_ceph,65009
shared0-samminionceph1-13-par.ops.sfdc.net,10.249.171.163/29,10.214.91.0/27,j11-01,par-sam_ceph,65009
shared0-samminionceph1-14-par.ops.sfdc.net,10.249.171.156/29,10.214.94.0/27,k09-01,par-sam_ceph,65009
shared0-samminionceph1-15-par.ops.sfdc.net,10.249.171.218/29,10.214.92.128/27,j15-01,par-sam_ceph,65009
shared0-samminionceph1-16-par.ops.sfdc.net,10.249.171.179/29,10.214.90.160/27,j10-01,par-sam_ceph,65009
shared0-samminionceph1-17-par.ops.sfdc.net,10.249.171.219/29,10.214.92.160/27,j15-01,par-sam_ceph,65009
shared0-samminionceph1-2-par.ops.sfdc.net,10.249.171.220/29,10.214.92.192/27,j15-01,par-sam_ceph,65009
shared0-samminionceph1-3-par.ops.sfdc.net,10.249.171.180/29,10.214.90.192/27,j10-01,par-sam_ceph,65009
shared0-samminionceph1-4-par.ops.sfdc.net,10.249.171.194/29,10.214.91.96/27,j12-01,par-sam_ceph,65009
shared0-samminionceph1-5-par.ops.sfdc.net,10.249.171.164/29,10.214.91.32/27,j11-01,par-sam_ceph,65009
shared0-samminionceph1-6-par.ops.sfdc.net,10.249.171.165/29,10.214.91.64/27,j11-01,par-sam_ceph,65009
shared0-samminionceph1-7-par.ops.sfdc.net,10.249.171.195/29,10.214.91.128/27,j12-01,par-sam_ceph,65009
shared0-samminionceph1-8-par.ops.sfdc.net,10.249.171.157/29,10.214.94.32/27,k09-01,par-sam_ceph,65009
shared0-samminionceph1-9-par.ops.sfdc.net,10.249.171.196/29,10.214.91.160/27,j12-01,par-sam_ceph,65009
shared0-samminionceph2-1-par.ops.sfdc.net,10.249.171.170/29,10.214.93.64/27,k08-01,par-sam_ceph,65009
shared0-samminionceph2-10-par.ops.sfdc.net,10.249.171.186/29,10.214.89.192/27,f06-01,par-sam_ceph,65009
shared0-samminionceph2-11-par.ops.sfdc.net,10.249.171.138/29,10.214.88.192/27,f04-01,par-sam_ceph,65009
shared0-samminionceph2-12-par.ops.sfdc.net,10.249.171.187/29,10.214.89.224/27,f06-01,par-sam_ceph,65009
shared0-samminionceph2-13-par.ops.sfdc.net,10.249.171.234/29,10.214.92.64/27,j14-01,par-sam_ceph,65009
shared0-samminionceph2-14-par.ops.sfdc.net,10.249.171.171/29,10.214.93.96/27,k08-01,par-sam_ceph,65009
shared0-samminionceph2-15-par.ops.sfdc.net,10.249.171.172/29,10.214.93.128/27,k08-01,par-sam_ceph,65009
shared0-samminionceph2-16-par.ops.sfdc.net,10.249.171.226/29,10.214.88.96/27,e17-01,par-sam_ceph,65009
shared0-samminionceph2-17-par.ops.sfdc.net,10.249.171.235/29,10.214.92.96/27,j14-01,par-sam_ceph,65009
shared0-samminionceph2-2-par.ops.sfdc.net,10.249.171.250/29,10.214.93.32/27,k02-01,par-sam_ceph,65009
shared0-samminionceph2-3-par.ops.sfdc.net,10.249.171.173/29,10.214.93.160/27,k08-01,par-sam_ceph,65009
shared0-samminionceph2-4-par.ops.sfdc.net,10.249.171.139/29,10.214.88.224/27,f04-01,par-sam_ceph,65009
shared0-samminionceph2-5-par.ops.sfdc.net,10.249.171.140/29,10.214.89.0/27,f04-01,par-sam_ceph,65009
shared0-samminionceph2-6-par.ops.sfdc.net,10.249.171.227/29,10.214.88.128/27,e17-01,par-sam_ceph,65009
shared0-samminionceph2-7-par.ops.sfdc.net,10.249.171.228/29,10.214.88.160/27,e17-01,par-sam_ceph,65009
shared0-samminionceph2-8-par.ops.sfdc.net,10.249.171.188/29,10.214.90.0/27,f06-01,par-sam_ceph,65009
shared0-samminionceph2-9-par.ops.sfdc.net,10.249.171.141/29,10.214.89.32/27,f04-01,par-sam_ceph,65009
shared0-samminionceph3-1-par.ops.sfdc.net,10.249.171.202/29,10.214.88.0/27,e15-01,par-sam_ceph,65009
shared0-samminionceph3-10-par.ops.sfdc.net,10.249.171.146/29,10.214.89.64/27,f05-01,par-sam_ceph,65009
shared0-samminionceph3-11-par.ops.sfdc.net,10.249.171.130/29,10.214.91.192/27,j13-01,par-sam_ceph,65009
shared0-samminionceph3-12-par.ops.sfdc.net,10.249.171.131/29,10.214.91.224/27,j13-01,par-sam_ceph,65009
shared0-samminionceph3-13-par.ops.sfdc.net,10.249.171.147/29,10.214.89.96/27,f05-01,par-sam_ceph,65009
shared0-samminionceph3-14-par.ops.sfdc.net,10.249.171.148/29,10.214.89.128/27,f05-01,par-sam_ceph,65009
shared0-samminionceph3-15-par.ops.sfdc.net,10.249.171.203/29,10.214.88.32/27,e15-01,par-sam_ceph,65009
shared0-samminionceph3-16-par.ops.sfdc.net,10.249.171.204/29,10.214.88.64/27,e15-01,par-sam_ceph,65009
shared0-samminionceph3-2-par.ops.sfdc.net,10.249.171.210/29,10.214.90.32/27,f17-01,par-sam_ceph,65009
shared0-samminionceph3-3-par.ops.sfdc.net,10.249.171.242/29,10.214.92.224/27,j16-01,par-sam_ceph,65009
shared0-samminionceph3-4-par.ops.sfdc.net,10.249.171.149/29,10.214.89.160/27,f05-01,par-sam_ceph,65009
shared0-samminionceph3-5-par.ops.sfdc.net,10.249.171.211/29,10.214.90.64/27,f17-01,par-sam_ceph,65009
shared0-samminionceph3-6-par.ops.sfdc.net,10.249.171.132/29,10.214.92.0/27,j13-01,par-sam_ceph,65009
shared0-samminionceph3-7-par.ops.sfdc.net,10.249.171.133/29,10.214.92.32/27,j13-01,par-sam_ceph,65009
shared0-samminionceph3-8-par.ops.sfdc.net,10.249.171.243/29,10.214.93.0/27,j16-01,par-sam_ceph,65009
shared0-samminionceph3-9-par.ops.sfdc.net,10.249.171.212/29,10.214.90.96/27,f17-01,par-sam_ceph,65009
shared0-samminioncrosscloudplatform1-1-par.ops.sfdc.net,10.249.183.10/29,10.214.120.0/27,a02-03,par-sam_crosscloudplatform,65009
shared0-samminioncrosscloudplatform1-2-par.ops.sfdc.net,10.249.183.11/29,10.214.120.32/27,a02-03,par-sam_crosscloudplatform,65009
shared0-samminioncrosscloudplatform1-3-par.ops.sfdc.net,10.249.183.18/29,10.214.120.96/27,a04-02,par-sam_crosscloudplatform,65009
shared0-samminioncrosscloudplatform1-4-par.ops.sfdc.net,10.249.183.19/29,10.214.120.128/27,a04-02,par-sam_crosscloudplatform,65009
shared0-samminioncrosscloudplatform1-5-par.ops.sfdc.net,10.249.183.50/29,10.214.121.0/27,b01-03,par-sam_crosscloudplatform,65009
shared0-samminioncrosscloudplatform2-1-par.ops.sfdc.net,10.249.183.2/29,10.214.121.32/27,b02-03,par-sam_crosscloudplatform,65009
shared0-samminioncrosscloudplatform2-2-par.ops.sfdc.net,10.249.183.58/29,10.214.121.160/27,b12-02,par-sam_crosscloudplatform,65009
shared0-samminioncrosscloudplatform2-3-par.ops.sfdc.net,10.249.183.26/29,10.214.120.160/27,a05-02,par-sam_crosscloudplatform,65009
shared0-samminioncrosscloudplatform2-4-par.ops.sfdc.net,10.249.183.27/29,10.214.120.192/27,a05-02,par-sam_crosscloudplatform,65009
shared0-samminioncrosscloudplatform2-5-par.ops.sfdc.net,10.249.183.3/29,10.214.121.64/27,b02-03,par-sam_crosscloudplatform,65009
shared0-samminioncrosscloudplatform3-1-par.ops.sfdc.net,10.249.183.66/29,10.214.121.192/27,k01-01,par-sam_crosscloudplatform,65009
shared0-samminioncrosscloudplatform3-2-par.ops.sfdc.net,10.249.183.34/29,10.214.120.64/27,a03-02,par-sam_crosscloudplatform,65009
shared0-samminioncrosscloudplatform3-3-par.ops.sfdc.net,10.249.183.4/29,10.214.121.96/27,b02-03,par-sam_crosscloudplatform,65009
shared0-samminioncrosscloudplatform3-4-par.ops.sfdc.net,10.249.183.5/29,10.214.121.128/27,b02-03,par-sam_crosscloudplatform,65009
shared0-samminioncrosscloudplatform3-5-par.ops.sfdc.net,10.249.183.42/29,10.214.120.224/27,a08-01,par-sam_crosscloudplatform,65009
shared0-samminioncrosscloudsetup1-1-par.ops.sfdc.net,10.249.163.154/29,10.214.83.192/27,j10-01,par-sam_crosscloudsetup,65009
shared0-samminioncrosscloudsetup1-2-par.ops.sfdc.net,10.249.163.170/29,10.214.83.0/27,c17-01,par-sam_crosscloudsetup,65009
shared0-samminioncrosscloudsetup1-3-par.ops.sfdc.net,10.249.163.130/29,10.214.83.64/27,b03-03,par-sam_crosscloudsetup,65009
shared0-samminioncrosscloudsetup2-1-par.ops.sfdc.net,10.249.163.131/29,10.214.83.96/27,b03-03,par-sam_crosscloudsetup,65009
shared0-samminioncrosscloudsetup2-2-par.ops.sfdc.net,10.249.163.171/29,10.214.83.32/27,c17-01,par-sam_crosscloudsetup,65009
shared0-samminioncrosscloudsetup2-3-par.ops.sfdc.net,10.249.163.146/29,10.214.83.160/27,d11-01,par-sam_crosscloudsetup,65009
shared0-samminioncrosscloudsetup3-1-par.ops.sfdc.net,10.249.163.138/29,10.214.83.224/27,k09-01,par-sam_crosscloudsetup,65009
shared0-samminioncrosscloudsetup3-2-par.ops.sfdc.net,10.249.163.132/29,10.214.83.128/27,b03-03,par-sam_crosscloudsetup,65009
shared0-samminioncustomerresolutionengine1-1-par.ops.sfdc.net,10.249.183.195/29,10.214.118.96/27,j12-01,par-sam_customerresolutionengine,65009
shared0-samminioncustomerresolutionengine1-2-par.ops.sfdc.net,10.249.183.162/29,10.214.118.64/27,a08-02,par-sam_customerresolutionengine,65009
shared0-samminioncustomerresolutionengine1-3-par.ops.sfdc.net,10.249.183.170/29,10.214.119.32/27,b10-02,par-sam_customerresolutionengine,65009
shared0-samminioncustomerresolutionengine1-4-par.ops.sfdc.net,10.249.183.178/29,10.214.119.64/27,f06-01,par-sam_customerresolutionengine,65009
shared0-samminioncustomerresolutionengine1-5-par.ops.sfdc.net,10.249.183.138/29,10.214.118.192/27,b03-03,par-sam_customerresolutionengine,65009
shared0-samminioncustomerresolutionengine2-1-par.ops.sfdc.net,10.249.183.139/29,10.214.118.224/27,b03-03,par-sam_customerresolutionengine,65009
shared0-samminioncustomerresolutionengine2-2-par.ops.sfdc.net,10.249.183.218/29,10.214.118.128/27,k09-01,par-sam_customerresolutionengine,65009
shared0-samminioncustomerresolutionengine2-3-par.ops.sfdc.net,10.249.183.194/29,10.214.119.128/27,j12-01,par-sam_customerresolutionengine,65009
shared0-samminioncustomerresolutionengine2-4-par.ops.sfdc.net,10.249.183.210/29,10.214.119.192/27,f17-01,par-sam_customerresolutionengine,65009
shared0-samminioncustomerresolutionengine2-5-par.ops.sfdc.net,10.249.183.146/29,10.214.118.0/27,a03-02,par-sam_customerresolutionengine,65009
shared0-samminioncustomerresolutionengine3-1-par.ops.sfdc.net,10.249.183.211/29,10.214.118.160/27,f17-01,par-sam_customerresolutionengine,65009
shared0-samminioncustomerresolutionengine3-2-par.ops.sfdc.net,10.249.183.186/29,10.214.119.96/27,j10-01,par-sam_customerresolutionengine,65009
shared0-samminioncustomerresolutionengine3-3-par.ops.sfdc.net,10.249.183.196/29,10.214.118.32/27,j12-01,par-sam_customerresolutionengine,65009
shared0-samminioncustomerresolutionengine3-4-par.ops.sfdc.net,10.249.183.202/29,10.214.119.160/27,j14-01,par-sam_customerresolutionengine,65009
shared0-samminioncustomerresolutionengine3-5-par.ops.sfdc.net,10.249.183.140/29,10.214.119.0/27,b03-03,par-sam_customerresolutionengine,65009
shared0-samminiondatapool1-1-par.ops.sfdc.net,10.249.240.99/29,10.214.82.0/27,a12-02,par-sam_datapool,65009
shared0-samminiondatapool1-2-par.ops.sfdc.net,10.249.240.106/29,10.214.82.64/27,b07-02,par-sam_datapool,65009
shared0-samminiondatapool2-1-par.ops.sfdc.net,10.249.240.98/29,10.214.82.32/27,a12-02,par-sam_datapool,65009
shared0-samminiondp1-1-par.ops.sfdc.net,10.249.164.74/29,10.214.84.32/27,f17-01,par-sam_dp,65009
shared0-samminiondp2-1-par.ops.sfdc.net,10.249.164.82/29,10.214.84.64/27,j16-01,par-sam_dp,65009
shared0-samminiondp3-1-par.ops.sfdc.net,10.249.164.66/29,10.214.84.0/27,c11-01,par-sam_dp,65009
shared0-samminiongater1-1-par.ops.sfdc.net,10.249.162.26/29,10.214.66.32/27,e16-01,par-sam_gater,65009
shared0-samminiongater1-2-par.ops.sfdc.net,10.249.162.10/29,10.214.66.128/27,k01-01,par-sam_gater,65009
shared0-samminiongater1-3-par.ops.sfdc.net,10.249.162.34/29,10.214.66.96/27,j16-01,par-sam_gater,65009
shared0-samminiongater1-4-par.ops.sfdc.net,10.249.162.42/29,10.214.66.160/27,b02-03,par-sam_gater,65009
shared0-samminiongater1-5-par.ops.sfdc.net,10.249.162.43/29,10.214.66.192/27,b02-03,par-sam_gater,65009
shared0-samminiongater1-6-par.ops.sfdc.net,10.249.162.44/29,10.214.66.224/27,b02-03,par-sam_gater,65009
shared0-samminiongater1-7-par.ops.sfdc.net,10.249.162.45/29,10.214.67.0/27,b02-03,par-sam_gater,65009
shared0-samminiongater2-1-par.ops.sfdc.net,10.249.162.2/29,10.214.66.64/27,e17-01,par-sam_gater,65009
shared0-samminiongater2-2-par.ops.sfdc.net,10.249.162.18/29,10.214.66.0/27,e15-01,par-sam_gater,65009
shared0-samminiongater2-3-par.ops.sfdc.net,10.249.162.50/29,10.214.67.32/27,b03-03,par-sam_gater,65009
shared0-samminiongater2-4-par.ops.sfdc.net,10.249.162.51/29,10.214.67.64/27,b03-03,par-sam_gater,65009
shared0-samminiongater2-5-par.ops.sfdc.net,10.249.162.52/29,10.214.67.96/27,b03-03,par-sam_gater,65009
shared0-samminiongater2-6-par.ops.sfdc.net,10.249.162.53/29,10.214.67.128/27,b03-03,par-sam_gater,65009
shared0-samminioniot1-1-par.ops.sfdc.net,10.249.179.154/29,10.214.101.128/27,b08-02,par-sam_iot,65009
shared0-samminioniot1-10-par.ops.sfdc.net,10.249.179.155/29,10.214.101.160/27,b08-02,par-sam_iot,65009
shared0-samminioniot1-2-par.ops.sfdc.net,10.249.179.156/29,10.214.101.192/27,b08-02,par-sam_iot,65009
shared0-samminioniot1-3-par.ops.sfdc.net,10.249.179.170/29,10.214.101.64/27,b07-02,par-sam_iot,65009
shared0-samminioniot1-4-par.ops.sfdc.net,10.249.179.130/29,10.214.100.128/27,b05-02,par-sam_iot,65009
shared0-samminioniot1-5-par.ops.sfdc.net,10.249.179.171/29,10.214.101.96/27,b07-02,par-sam_iot,65009
shared0-samminioniot1-6-par.ops.sfdc.net,10.249.179.131/29,10.214.100.160/27,b05-02,par-sam_iot,65009
shared0-samminioniot1-7-par.ops.sfdc.net,10.249.179.132/29,10.214.100.192/27,b05-02,par-sam_iot,65009
shared0-samminioniot1-8-par.ops.sfdc.net,10.249.179.162/29,10.214.100.64/27,a11-02,par-sam_iot,65009
shared0-samminioniot1-9-par.ops.sfdc.net,10.249.179.163/29,10.214.100.96/27,a11-02,par-sam_iot,65009
shared0-samminioniot2-1-par.ops.sfdc.net,10.249.179.186/29,10.214.102.64/27,b11-02,par-sam_iot,65009
shared0-samminioniot2-10-par.ops.sfdc.net,10.249.179.138/29,10.214.100.224/27,b06-02,par-sam_iot,65009
shared0-samminioniot2-2-par.ops.sfdc.net,10.249.179.178/29,10.214.100.0/27,a10-02,par-sam_iot,65009
shared0-samminioniot2-3-par.ops.sfdc.net,10.249.179.139/29,10.214.101.0/27,b06-02,par-sam_iot,65009
shared0-samminioniot2-4-par.ops.sfdc.net,10.249.179.179/29,10.214.100.32/27,a10-02,par-sam_iot,65009
shared0-samminioniot2-5-par.ops.sfdc.net,10.249.179.146/29,10.214.101.224/27,b10-02,par-sam_iot,65009
shared0-samminioniot2-6-par.ops.sfdc.net,10.249.179.147/29,10.214.102.0/27,b10-02,par-sam_iot,65009
shared0-samminioniot2-7-par.ops.sfdc.net,10.249.179.187/29,10.214.102.96/27,b11-02,par-sam_iot,65009
shared0-samminioniot2-8-par.ops.sfdc.net,10.249.179.140/29,10.214.101.32/27,b06-02,par-sam_iot,65009
shared0-samminioniot2-9-par.ops.sfdc.net,10.249.179.148/29,10.214.102.32/27,b10-02,par-sam_iot,65009
shared0-samminionmoderationeinstein1-1-par.ops.sfdc.net,10.249.165.210/29,10.214.80.32/27,k01-01,par-sam_moderation_einstein,65009
shared0-samminionmoderationeinstein1-2-par.ops.sfdc.net,10.249.165.194/29,10.214.80.0/27,f17-01,par-sam_moderation_einstein,65009
shared0-samminionmoderationeinstein2-1-par.ops.sfdc.net,10.249.165.202/29,10.214.80.64/27,k02-01,par-sam_moderation_einstein,65009
shared0-samminionreportcollector1-1-par.ops.sfdc.net,10.249.178.10/29,10.214.68.32/27,k02-01,par-sam_report_collector,65009
shared0-samminionreportcollector2-1-par.ops.sfdc.net,10.249.178.2/29,10.214.68.0/27,j15-01,par-sam_report_collector,65009
shared0-samminionreportcollector3-1-par.ops.sfdc.net,10.249.178.18/29,10.214.68.64/27,k03-01,par-sam_report_collector,65009
shared0-samminionsme1-1-par.ops.sfdc.net,10.249.177.130/29,10.214.96.0/27,j11-01,par-search_model_executor,65009
shared0-samminionsme1-2-par.ops.sfdc.net,10.249.177.131/29,10.214.96.32/27,j11-01,par-search_model_executor,65009
shared0-samminionsme1-3-par.ops.sfdc.net,10.249.177.132/29,10.214.96.64/27,j11-01,par-search_model_executor,65009
shared0-samminionsme1-4-par.ops.sfdc.net,10.249.177.133/29,10.214.96.96/27,j11-01,par-search_model_executor,65009
shared0-samminionsme1-5-par.ops.sfdc.net,10.249.177.134/29,10.214.96.128/27,j11-01,par-search_model_executor,65009
shared0-samminionsme2-1-par.ops.sfdc.net,10.249.177.146/29,10.214.96.160/27,m17-01,par-search_model_executor,65009
shared0-samminionsme2-2-par.ops.sfdc.net,10.249.177.147/29,10.214.96.192/27,m17-01,par-search_model_executor,65009
shared0-samminionsme2-3-par.ops.sfdc.net,10.249.177.148/29,10.214.96.224/27,m17-01,par-search_model_executor,65009
shared0-samminionsme2-4-par.ops.sfdc.net,10.249.177.149/29,10.214.97.0/27,m17-01,par-search_model_executor,65009
shared0-samminionsme2-5-par.ops.sfdc.net,10.249.177.150/29,10.214.97.32/27,m17-01,par-search_model_executor,65009
shared0-samminionuniversalsearchmt1-1-par.ops.sfdc.net,10.249.184.90/29,10.214.99.64/27,b04-02,par-universalsearch_svc,65009
shared0-samminionuniversalsearchmt1-2-par.ops.sfdc.net,10.249.184.91/29,10.214.99.96/27,b04-02,par-universalsearch_svc,65009
shared0-samminionuniversalsearchmt1-3-par.ops.sfdc.net,10.249.170.10/29,10.214.116.192/27,a12-02,par-universalsearch_svc,65009
shared0-samminionuniversalsearchmt1-4-par.ops.sfdc.net,10.249.170.2/29,10.214.116.32/27,a07-02,par-universalsearch_svc,65009
shared0-samminionuniversalsearchmt2-1-par.ops.sfdc.net,10.249.184.74/29,10.214.99.160/27,b09-02,par-universalsearch_svc,65009
shared0-samminionuniversalsearchmt2-2-par.ops.sfdc.net,10.249.184.76/29,10.214.122.96/27,b09-02,par-universalsearch_svc,65009
shared0-samminionuniversalsearchmt2-3-par.ops.sfdc.net,10.249.170.90/29,10.214.116.0/27,a03-03,par-universalsearch_svc,65009
shared0-samminionuniversalsearchmt2-4-par.ops.sfdc.net,10.249.170.18/29,10.214.116.224/27,b01-03,par-universalsearch_svc,65009
shared0-samminionwarden1-1-par.ops.sfdc.net,10.249.165.2/29,10.214.76.0/27,e17-01,par-sam_warden,65009
shared0-samminionwarden1-2-par.ops.sfdc.net,10.249.165.10/29,10.214.76.32/27,f17-01,par-sam_warden,65009
shared0-samminionwarden2-1-par.ops.sfdc.net,10.249.165.18/29,10.214.76.64/27,k01-01,par-sam_warden,65009
shared0-searchidx1-1-par.ops.sfdc.net,10.249.184.66/29,10.214.98.0/27,a07-02,par-universalsearch_svc,65009
shared0-searchidx1-10-par.ops.sfdc.net,10.249.170.122/29,10.214.122.160/27,d14-01,par-universalsearch_svc,65009
shared0-searchidx1-11-par.ops.sfdc.net,10.249.136.130/29,10.214.116.64/27,e15-01,par-universalsearch_svc,65009
shared0-searchidx1-12-par.ops.sfdc.net,10.249.170.19/29,10.214.117.0/27,b01-03,par-universalsearch_svc,65009
shared0-searchidx1-13-par.ops.sfdc.net,10.249.170.106/29,10.214.122.0/27,b07-01,par-universalsearch_svc,65009
shared0-searchidx1-14-par.ops.sfdc.net,10.249.170.98/29,10.214.116.96/27,a07-01,par-universalsearch_svc,65009
shared0-searchidx1-15-par.ops.sfdc.net,10.249.170.66/29,10.214.123.32/27,m16-01,par-universalsearch_svc,65009
