Hostname,HostIP/MaskLength,DockerSubnet/MaskLength,RackName,Estate,RemoteAs
shared0-samminionzipkin1-17-prd.eng.sfdc.net,10.231.102.202/29,10.251.223.224/27,w38-02,prd-sam_zipkin,65009
shared0-samminionzipkin1-18-prd.eng.sfdc.net,10.231.102.203/29,10.254.245.192/27,w38-02,prd-sam_zipkin,65009
shared0-samminionzipkin1-19-prd.eng.sfdc.net,10.240.131.114/28,10.251.222.128/27,d08-02,prd-sam_zipkin,65009
shared0-samminionzipkin1-2-prd.eng.sfdc.net,10.240.131.66/29,10.254.245.160/27,u10-02,prd-sam_zipkin,65009
shared0-samminionzipkin1-20-prd.eng.sfdc.net,10.231.160.35/27,10.251.220.32/27,d05-02,prd-sam_zipkin,65009
shared0-samminionzipkin1-21-prd.eng.sfdc.net,10.231.160.36/27,10.251.220.64/27,d05-02,prd-sam_zipkin,65009
shared0-samminionzipkin1-22-prd.eng.sfdc.net,10.231.160.37/27,10.251.220.96/27,d05-02,prd-sam_zipkin,65009
shared0-samminionzipkin1-23-prd.eng.sfdc.net,10.231.160.38/27,10.251.220.128/27,d05-02,prd-sam_zipkin,65009
shared0-samminionzipkin1-24-prd.eng.sfdc.net,10.240.131.115/28,10.251.222.160/27,d08-02,prd-sam_zipkin,65009
shared0-samminionzipkin1-25-prd.eng.sfdc.net,10.240.131.116/28,10.251.222.192/27,d08-02,prd-sam_zipkin,65009
shared0-samminionzipkin1-26-prd.eng.sfdc.net,10.231.160.39/27,10.251.220.160/27,d05-02,prd-sam_zipkin,65009
shared0-samminionzipkin1-27-prd.eng.sfdc.net,10.231.160.40/27,10.251.220.192/27,d05-02,prd-sam_zipkin,65009
shared0-samminionzipkin1-28-prd.eng.sfdc.net,10.231.160.41/27,10.251.220.224/27,d05-02,prd-sam_zipkin,65009
shared0-samminionzipkin1-29-prd.eng.sfdc.net,10.231.160.42/27,10.251.221.0/27,d05-02,prd-sam_zipkin,65009
shared0-samminionzipkin1-3-prd.eng.sfdc.net,10.240.131.98/29,10.254.244.160/27,p09-02,prd-sam_zipkin,65009
shared0-samminionzipkin1-30-prd.eng.sfdc.net,10.231.102.204/29,10.254.245.224/27,w38-02,prd-sam_zipkin,65009
shared0-samminionzipkin1-31-prd.eng.sfdc.net,10.231.160.43/27,10.251.221.32/27,d05-02,prd-sam_zipkin,65009
shared0-samminionzipkin1-32-prd.eng.sfdc.net,10.240.131.117/28,10.251.222.224/27,d08-02,prd-sam_zipkin,65009
shared0-samminionzipkin1-33-prd.eng.sfdc.net,10.240.129.52/29,10.251.147.0/27,d10-02,prd-sam_zipkin,65009
shared0-samminionzipkin1-4-prd.eng.sfdc.net,10.231.102.146/29,10.254.245.0/27,t03-02,prd-sam_zipkin,65009
shared0-samminionzipkin1-5-prd.eng.sfdc.net,10.231.97.163/28,10.251.139.160/27,n09-02,prd-sam_zipkin,65009
shared0-samminionzipkin1-6-prd.eng.sfdc.net,10.231.102.147/29,10.254.245.32/27,t03-02,prd-sam_zipkin,65009
shared0-samminionzipkin1-7-prd.eng.sfdc.net,10.231.97.138/29,10.251.138.224/27,c02-02,prd-sam_zipkin,65009
shared0-samminionzipkin1-8-prd.eng.sfdc.net,10.231.97.146/29,10.251.138.0/27,a32-02,prd-sam_zipkin,65009
shared0-samminionzipkin1-9-prd.eng.sfdc.net,10.231.97.166/28,10.251.139.192/27,n09-02,prd-sam_zipkin,65009
shared0-samminionzipkin2-1-prd.eng.sfdc.net,10.240.131.90/29,10.254.244.192/27,q09-02,prd-sam_zipkin,65009
shared0-samminionzipkin2-10-prd.eng.sfdc.net,10.231.97.178/29,10.251.139.224/27,n11-02,prd-sam_zipkin,65009
shared0-samminionzipkin2-11-prd.eng.sfdc.net,10.231.97.179/29,10.254.244.0/27,n11-02,prd-sam_zipkin,65009
shared0-samminionzipkin2-12-prd.eng.sfdc.net,10.231.102.138/29,10.251.139.0/27,e35-02,prd-sam_zipkin,65009
shared0-samminionzipkin2-13-prd.eng.sfdc.net,10.231.97.186/29,10.254.244.64/27,n12-02,prd-sam_zipkin,65009
shared0-samminionzipkin2-14-prd.eng.sfdc.net,10.231.97.147/29,10.251.138.32/27,a32-02,prd-sam_zipkin,65009
shared0-samminionzipkin2-15-prd.eng.sfdc.net,10.231.97.181/29,10.254.244.32/27,n11-02,prd-sam_zipkin,65009
shared0-samminionzipkin2-16-prd.eng.sfdc.net,10.231.160.44/27,10.251.221.64/27,d05-02,prd-sam_zipkin,65009
shared0-samminionzipkin2-17-prd.eng.sfdc.net,10.240.131.118/28,10.251.223.0/27,d08-02,prd-sam_zipkin,65009
shared0-samminionzipkin2-18-prd.eng.sfdc.net,10.231.160.45/27,10.251.221.96/27,d05-02,prd-sam_zipkin,65009
shared0-samminionzipkin2-19-prd.eng.sfdc.net,10.240.129.50/29,10.251.223.160/27,d10-02,prd-sam_zipkin,65009
shared0-samminionzipkin2-2-prd.eng.sfdc.net,10.240.131.106/29,10.251.138.192/27,bb38-02,prd-sam_zipkin,65009
shared0-samminionzipkin2-20-prd.eng.sfdc.net,10.240.131.119/28,10.251.223.32/27,d08-02,prd-sam_zipkin,65009
shared0-samminionzipkin2-21-prd.eng.sfdc.net,10.231.160.46/27,10.251.221.128/27,d05-02,prd-sam_zipkin,65009
shared0-samminionzipkin2-22-prd.eng.sfdc.net,10.231.160.47/27,10.251.221.160/27,d05-02,prd-sam_zipkin,65009
shared0-samminionzipkin2-23-prd.eng.sfdc.net,10.231.160.48/27,10.251.221.192/27,d05-02,prd-sam_zipkin,65009
shared0-samminionzipkin2-24-prd.eng.sfdc.net,10.240.131.120/28,10.251.223.64/27,d08-02,prd-sam_zipkin,65009
shared0-samminionzipkin2-25-prd.eng.sfdc.net,10.231.160.49/27,10.251.221.224/27,d05-02,prd-sam_zipkin,65009
shared0-samminionzipkin2-26-prd.eng.sfdc.net,10.231.160.50/27,10.251.222.0/27,d05-02,prd-sam_zipkin,65009
shared0-samminionzipkin2-27-prd.eng.sfdc.net,10.231.160.51/27,10.251.222.32/27,d05-02,prd-sam_zipkin,65009
shared0-samminionzipkin2-28-prd.eng.sfdc.net,10.240.131.121/28,10.251.223.96/27,d08-02,prd-sam_zipkin,65009
shared0-samminionzipkin2-29-prd.eng.sfdc.net,10.231.160.52/27,10.251.222.64/27,d05-02,prd-sam_zipkin,65009
shared0-samminionzipkin2-3-prd.eng.sfdc.net,10.240.131.82/29,10.254.244.128/27,p06-02,prd-sam_zipkin,65009
shared0-samminionzipkin2-30-prd.eng.sfdc.net,10.240.129.51/29,10.251.223.192/27,d10-02,prd-sam_zipkin,65009
shared0-samminionzipkin2-31-prd.eng.sfdc.net,10.240.131.122/28,10.251.223.128/27,d08-02,prd-sam_zipkin,65009
shared0-samminionzipkin2-32-prd.eng.sfdc.net,10.231.160.53/27,10.251.222.96/27,d05-02,prd-sam_zipkin,65009
shared0-samminionzipkin2-4-prd.eng.sfdc.net,10.240.129.58/29,10.251.139.32/27,g37-02,prd-sam_zipkin,65009
shared0-samminionzipkin2-5-prd.eng.sfdc.net,10.240.131.91/29,10.254.244.224/27,q09-02,prd-sam_zipkin,65009
shared0-samminionzipkin2-6-prd.eng.sfdc.net,10.231.97.154/29,10.251.139.96/27,n02-02,prd-sam_zipkin,65009
shared0-samminionzipkin2-7-prd.eng.sfdc.net,10.231.97.189/29,10.254.244.96/27,n12-02,prd-sam_zipkin,65009
shared0-samminionzipkin2-8-prd.eng.sfdc.net,10.231.102.148/29,10.254.245.64/27,t03-02,prd-sam_zipkin,65009
shared0-samminionzipkin2-9-prd.eng.sfdc.net,10.231.102.149/29,10.254.245.96/27,t03-02,prd-sam_zipkin,65009
shared0-samtwocompute1-1-prd.eng.sfdc.net,10.231.184.2/29,10.251.214.0/27,d38-02,prd-samtwo,65009
shared0-samtwocompute1-2-prd.eng.sfdc.net,10.231.184.34/29,10.251.214.64/27,q09-02,prd-samtwo,65009
shared0-samtwocompute2-1-prd.eng.sfdc.net,10.231.184.10/29,10.251.214.128/27,w03-02,prd-samtwo,65009
shared0-samtwokubeapi1-1-prd.eng.sfdc.net,10.231.184.26/29,10.251.214.96/27,p32-02,prd-samtwo,65009
shared0-samtwokubeapi1-2-prd.eng.sfdc.net,10.231.184.50/29,10.251.214.192/27,n09-02,prd-samtwo,65009
shared0-samtwokubeapi2-1-prd.eng.sfdc.net,10.231.184.18/29,10.251.214.160/27,w35-02,prd-samtwo,65009
shared0-samtwokubeapi2-2-prd.eng.sfdc.net,10.231.184.58/29,10.251.214.224/27,t03-02,prd-samtwo,65009
shared0-samtwokubeapi3-1-prd.eng.sfdc.net,10.231.184.42/29,10.251.214.32/27,m40-02,prd-samtwo,65009
shared0-slbtwominion1-1-prd.eng.sfdc.net,10.240.134.66/29,10.254.248.64/27,d24-02,prd-slbtwo,65009
shared0-slbtwominion1-2-prd.eng.sfdc.net,10.240.134.74/29,10.254.248.96/27,p35-02,prd-slbtwo,65009
shared0-slbtwominion1-3-prd.eng.sfdc.net,10.240.134.82/29,10.254.248.32/27,b34-02,prd-slbtwo,65009
shared0-slbtwominion2-1-prd.eng.sfdc.net,10.240.134.90/29,10.254.248.160/27,q09-02,prd-slbtwo,65009
shared0-slbtwominion2-2-prd.eng.sfdc.net,10.240.134.98/29,10.254.248.0/27,c41-02,prd-slbtwo,65009
shared0-slbtwominion2-3-prd.eng.sfdc.net,10.240.134.106/29,10.254.248.128/27,q07-02,prd-slbtwo,65009
